2025-08-09 04:32:05,880 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:14:39,149 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:14:46,960 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:15:18,565 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:15:27,981 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:15:38,404 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:22:26,136 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:22:26,139 | INFO | core.ollama_document_analyzer | Ollama LLM ready for document analysis
2025-08-09 05:22:26,139 | INFO | core.document_processor | Document Processor initialized
2025-08-09 05:22:26,453 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:22:26,455 | INFO | src.core.ollama_document_analyzer | Ollama LLM ready for document analysis
2025-08-09 05:22:54,199 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:23:08,291 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:23:16,789 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:23:24,698 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:23:57,321 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:24:06,607 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:24:16,624 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:37:56,089 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:37:56,091 | INFO | core.ollama_document_analyzer | Ollama LLM ready for document analysis
2025-08-09 05:37:56,092 | INFO | core.document_processor | Document Processor initialized
2025-08-09 05:37:56,930 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:37:56,931 | INFO | src.core.ollama_document_analyzer | Ollama LLM ready for document analysis
2025-08-09 05:38:22,105 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:38:31,374 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:38:40,455 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:38:54,534 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:39:03,235 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:39:11,029 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:39:20,799 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:39:52,265 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:40:01,640 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:40:12,043 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:48:31,440 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:48:31,442 | INFO | core.ollama_document_analyzer | Ollama LLM ready for document analysis
2025-08-09 05:48:31,442 | INFO | core.document_processor | Document Processor initialized
2025-08-09 05:48:32,239 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:48:32,241 | INFO | src.core.ollama_document_analyzer | Ollama LLM ready for document analysis
2025-08-09 05:49:00,823 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:49:09,840 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:49:18,266 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:49:32,164 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:49:40,710 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:49:48,321 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:49:57,650 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:50:02,555 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:50:11,591 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:50:21,343 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:53:28,531 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:53:28,532 | INFO | core.ollama_document_analyzer | Ollama LLM ready for document analysis
2025-08-09 05:53:28,532 | INFO | core.document_processor | Document Processor initialized
2025-08-09 05:53:29,372 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:53:29,374 | INFO | src.core.ollama_document_analyzer | Ollama LLM ready for document analysis
2025-08-09 05:54:00,528 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:54:09,628 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:54:18,552 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:54:33,405 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:54:41,972 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:54:50,014 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:54:59,439 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:55:04,404 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:55:13,560 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:55:23,504 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:57:59,539 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:57:59,541 | INFO | core.ollama_document_analyzer | Ollama LLM ready for document analysis
2025-08-09 05:57:59,541 | INFO | core.document_processor | Document Processor initialized
2025-08-09 05:57:59,956 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 05:57:59,957 | INFO | src.core.ollama_document_analyzer | Ollama LLM ready for document analysis
2025-08-09 06:01:13,431 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 06:01:22,533 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 06:01:30,944 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 06:01:44,821 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 06:01:53,367 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 06:02:00,986 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 06:02:10,174 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 06:02:41,671 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 06:02:50,747 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
2025-08-09 06:03:00,916 | INFO | httpx | HTTP Request: POST http://localhost:11434/api/chat "HTTP/1.1 200 OK"
